This is pdfTeX, Version 3.141592653-2.6-1.40.28 (MiKTeX 25.12) (preloaded format=pdflatex 2026.7.8)  11 JUL 2026 11:39
entering extended mode
 restricted \write18 enabled.
 file:line:error style messages enabled.
 %&-line parsing enabled.
**c:/Users/PC/Desktop/pps/main.tex
(c:/Users/PC/Desktop/pps/main.tex
LaTeX2e <2025-11-01>
L3 programming layer <2025-12-24>
(D:\Program Files\MiKTeX\tex/latex/base\article.cls
Document Class: article 2025/01/22 v1.4n Standard LaTeX document class
(D:\Program Files\MiKTeX\tex/latex/base\size12.clo
File: size12.clo 2025/01/22 v1.4n Standard LaTeX file (size option)
)
\c@part=\count275
\c@section=\count276
\c@subsection=\count277
\c@subsubsection=\count278
\c@paragraph=\count279
\c@subparagraph=\count280
\c@figure=\count281
\c@table=\count282
\abovecaptionskip=\skip49
\belowcaptionskip=\skip50
\bibindent=\dimen148
) (C:\Users\PC\AppData\Roaming\MiKTeX\tex/latex/caption\caption.sty
Package: caption 2023/08/05 v3.6o Customizing captions (AR)
 (C:\Users\PC\AppData\Roaming\MiKTeX\tex/latex/caption\caption3.sty
Package: caption3 2023/07/31 v2.4d caption3 kernel (AR)
 (D:\Program Files\MiKTeX\tex/latex/graphics\keyval.sty
Package: keyval 2022/05/29 v1.15 key=value parser (DPC)
\KV@toks@=\toks17
)
\caption@tempdima=\dimen149
\captionmargin=\dimen150
\caption@leftmargin=\dimen151
\caption@rightmargin=\dimen152
\caption@width=\dimen153
\caption@indent=\dimen154
\caption@parindent=\dimen155
\caption@hangindent=\dimen156
Package caption Info: Standard document class detected.
)
\c@caption@flags=\count283
\c@continuedfloat=\count284
) (C:\Users\PC\AppData\Roaming\MiKTeX\tex/latex/float\float.sty
Package: float 2001/11/08 v1.3d Float enhancements (AL)
\c@float@type=\count285
\float@exts=\toks18
\float@box=\box53
\@float@everytoks=\toks19
\@floatcapt=\box54
) (C:\Users\PC\AppData\Roaming\MiKTeX\tex/latex/vntex\vietnam.sty
Package: vietnam 2009/07/12 v1.3 support for Vietnamese
 (D:\Program Files\MiKTeX\tex/latex/base\ifthen.sty
Package: ifthen 2024/03/16 v1.1e Standard LaTeX ifthen package (DPC)
) (D:\Program Files\MiKTeX\tex/latex/base\fontenc.sty
Package: fontenc 2025/07/18 v2.1d Standard LaTeX package
 (C:\Users\PC\AppData\Roaming\MiKTeX\tex/latex/vntex\t5enc.def
File: t5enc.def 2006/11/21 v1.4 Vietnamese T5 encoding
Now handling font encoding T5 ...
Package: gettitlestring 2019/12/15 v1.6 Cleanup title references (HO)
 (C:\Users\PC\AppData\Roaming\MiKTeX\tex/latex/kvoptions\kvoptions.sty
Package: kvoptions 2022-06-15 v3.15 Key value format for package options (HO)
))

Package nameref Warning: The definition of \label has changed! 
(nameref)                Check your packages! 
(nameref)                Replacing it with the kernel definition on input line 149.

\c@section@level=\count392
) (D:\Program Files\MiKTeX\tex/latex/etoolbox\etoolbox.sty
Package: etoolbox 2025/10/02 v2.5m e-TeX tools for LaTeX (JAW)
\etb@tempcnta=\count393
) (C:\Users\PC\AppData\Roaming\MiKTeX\tex/generic/stringenc\stringenc.sty
Package: stringenc 2019/11/29 v1.12 Convert strings between diff. encodings (HO)
)
\@linkdim=\dimen185
\Hy@linkcounter=\count394
\Hy@pagecounter=\count395
 (D:\Program Files\MiKTeX\tex/latex/hyperref\pd1enc.def
File: pd1enc.def 2025-07-12 v7.01o Hyperref: PDFDocEncoding definition (HO)
Now handling font encoding PD1 ...
... no UTF-8 mapping file for font encoding PD1
) (C:\Users\PC\AppData\Roaming\MiKTeX\tex/generic/intcalc\intcalc.sty
Package: intcalc 2019/12/15 v1.3 Expandable calculations with integers (HO)
)
\Hy@SavedSpaceFactor=\count396
 (D:\Program Files\MiKTeX\tex/latex/hyperref\puenc.def
File: puenc.def 2025-07-12 v7.01o Hyperref: PDF Unicode definition (HO)
Now handling font encoding PU ...
... no UTF-8 mapping file for font encoding PU
)
Package hyperref Info: Option `unicode' set `true' on input line 4066.
Package hyperref Info: Option `colorlinks' set `true' on input line 4066.
Package hyperref Info: Option `bookmarks' set `true' on input line 4066.
Package hyperref Info: Hyper figures OFF on input line 4195.
Package hyperref Info: Link nesting OFF on input line 4200.
Package hyperref Info: Hyper index ON on input line 4203.
Package hyperref Info: Plain pages OFF on input line 4210.
Package hyperref Info: Backreferencing OFF on input line 4215.
Package hyperref Info: Implicit mode ON; LaTeX internals redefined.
Package hyperref Info: Bookmarks ON on input line 4462.
\c@Hy@tempcnt=\count397
 (D:\Program Files\MiKTeX\tex/latex/url\url.sty
\Urlmuskip=\muskip18
Package: url 2013/09/16  ver 3.4  Verb mode for urls, etc.
)
LaTeX Info: Redefining \url on input line 4801.
\XeTeXLinkMargin=\dimen186
 (C:\Users\PC\AppData\Roaming\MiKTeX\tex/generic/bitset\bitset.sty
Package: bitset 2019/12/09 v1.3 Handle bit-vector datatype (HO)
 (C:\Users\PC\AppData\Roaming\MiKTeX\tex/generic/bigintcalc\bigintcalc.sty
Package: bigintcalc 2019/12/15 v1.5 Expandable calculations on big integers (HO)
))
\Fld@menulength=\count398
\Field@Width=\dimen187
\Fld@charsize=\dimen188
Package hyperref Info: Hyper figures OFF on input line 6078.
Package hyperref Info: Link nesting OFF on input line 6083.
Package hyperref Info: Hyper index ON on input line 6086.
Package hyperref Info: backreferencing OFF on input line 6093.
Package hyperref Info: Link coloring ON on input line 6096.
Package hyperref Info: Link coloring with OCG OFF on input line 6103.
Package hyperref Info: PDF/A mode OFF on input line 6108.
\Hy@abspage=\count399
\c@Item=\count400
\c@Hfootnote=\count401
)
Package hyperref Info: Driver (autodetected): hpdftex.
 (D:\Program Files\MiKTeX\tex/latex/hyperref\hpdftex.def
File: hpdftex.def 2025-07-12 v7.01o Hyperref driver for pdfTeX
\Fld@listcount=\count402
\c@bookmark@seq@number=\count403
 (C:\Users\PC\AppData\Roaming\MiKTeX\tex/latex/rerunfilecheck\rerunfilecheck.sty
Package: rerunfilecheck 2025-06-21 v1.11 Rerun checks for auxiliary files (HO)
 (C:\Users\PC\AppData\Roaming\MiKTeX\tex/generic/uniquecounter\uniquecounter.sty
Package: uniquecounter 2019/12/15 v1.4 Provide unlimited unique counter (HO)
)
Package uniquecounter Info: New unique counter `rerunfilecheck' on input line 284.
)
\Hy@SectionHShift=\skip98
)
Package hyperref Info: Option `colorlinks' set `true' on input line 18.
 (C:\Users\PC\AppData\Roaming\MiKTeX\tex/latex/fancyhdr\fancyhdr.sty
Package: fancyhdr 2025/02/07 v5.2 Extensive control of page headers and footers
\f@nch@headwidth=\skip99
\f@nch@offset@elh=\skip100
\f@nch@offset@erh=\skip101
\f@nch@offset@olh=\skip102
\f@nch@offset@orh=\skip103
\f@nch@offset@elf=\skip104
\f@nch@offset@erf=\skip105
\f@nch@offset@olf=\skip106
\f@nch@offset@orf=\skip107
\f@nch@height=\skip108
\f@nch@footalignment=\skip109
\f@nch@widthL=\skip110
\f@nch@widthC=\skip111
\f@nch@widthR=\skip112
\@temptokenb=\toks48
) (D:\Program Files\MiKTeX\tex/latex/graphics\graphicx.sty
Package: graphicx 2024/12/31 v1.2e Enhanced LaTeX Graphics (DPC,SPQR)
 (D:\Program Files\MiKTeX\tex/latex/graphics\graphics.sty
Package: graphics 2024/08/06 v1.4g Standard LaTeX Graphics (DPC,SPQR)
 (D:\Program Files\MiKTeX\tex/latex/graphics\trig.sty
Package: trig 2023/12/02 v1.11 sin cos tan (DPC)
) (D:\Program Files\MiKTeX\tex/latex/graphics-cfg\graphics.cfg
File: graphics.cfg 2016/06/04 v1.11 sample graphics configuration
)
Package graphics Info: Driver file: pdftex.def on input line 106.
 (D:\Program Files\MiKTeX\tex/latex/graphics-def\pdftex.def
File: pdftex.def 2025/09/29 v1.2d Graphics/color driver for pdftex
))
\Gin@req@height=\dimen189
\Gin@req@width=\dimen190
) (C:\Users\PC\AppData\Roaming\MiKTeX\tex/latex/fancybox\fancybox.sty
Package: fancybox 2010/05/15 1.4

Style option: `fancybox' v1.4 <2010/05/15> (tvz)
\@fancybox=\box57
\shadowsize=\dimen191
\@Sbox=\box58
\do@VerbBox=\toks49
\the@fancyput=\toks50
\this@fancyput=\toks51
\EndVerbatimTokens=\toks52
\Verbatim@Outfile=\write3
\Verbatim@Infile=\read2
) (C:\Users\PC\AppData\Roaming\MiKTeX\tex/latex/cite\cite.sty
LaTeX Info: Redefining \cite on input line 302.
LaTeX Info: Redefining \nocite on input line 332.
Package: cite 2015/02/27  v 5.5
)
\c@currtcctr=\count404
\c@endtcctr=\count405
\c@tc=\count406
\c@currmdctr=\count407
\c@endmdctr=\count408
\c@md=\count409
\c@currbdctr=\count410
\c@endbdctr=\count411
\c@bd=\count412
\c@currhqctr=\count413
\c@endhqctr=\count414
\c@hq=\count415
\c@currdlctr=\count416
\c@enddlctr=\count417
\c@dl=\count418
\c@currdnctr=\count419
\c@enddnctr=\count420
\c@dn=\count421
\c@currvdctr=\count422
\c@endvdctr=\count423
\c@vd=\count424
\c@currcyctr=\count425
\c@endcyctr=\count426
\c@cy=\count427
\c@currnxctr=\count428
\c@endnxctr=\count429
\c@nx=\count430
\c@currcmctr=\count431
\c@endcmctr=\count432
\c@cm=\count433
LaTeX Font Info:    Trying to load font information for T5+lmr on input line 97.
 (D:\Program Files\MiKTeX\tex/latex/lm\t5lmr.fd
File: t5lmr.fd 2015/05/01 v1.6.1 Font defs for Latin Modern
) (D:\Program Files\MiKTeX\tex/latex/l3backend\l3backend-pdftex.def
File: l3backend-pdftex.def 2025-10-09 L3 backend support: PDF output (pdfTeX)
\l__color_backend_stack_int=\count434
) (main.aux)
\openout1 = `main.aux'.

LaTeX Font Info:    Checking defaults for OML/cmm/m/it on input line 97.
LaTeX Font Info:    ... okay on input line 97.
LaTeX Font Info:    Checking defaults for OMS/cmsy/m/n on input line 97.
LaTeX Font Info:    ... okay on input line 97.
LaTeX Font Info:    Checking defaults for OT1/cmr/m/n on input line 97.
LaTeX Font Info:    ... okay on input line 97.
LaTeX Font Info:    Checking defaults for T1/cmr/m/n on input line 97.
LaTeX Font Info:    ... okay on input line 97.
LaTeX Font Info:    Checking defaults for TS1/cmr/m/n on input line 97.
LaTeX Font Info:    ... okay on input line 97.
LaTeX Font Info:    Checking defaults for OMX/cmex/m/n on input line 97.
LaTeX Font Info:    ... okay on input line 97.
LaTeX Font Info:    Checking defaults for U/cmr/m/n on input line 97.
LaTeX Font Info:    ... okay on input line 97.
LaTeX Font Info:    Checking defaults for T5/cmr/m/n on input line 97.
LaTeX Font Info:    ... okay on input line 97.
LaTeX Font Info:    Checking defaults for PD1/pdf/m/n on input line 97.
LaTeX Font Info:    ... okay on input line 97.
LaTeX Font Info:    Checking defaults for PU/pdf/m/n on input line 97.
LaTeX Font Info:    ... okay on input line 97.
Package caption Info: Begin \AtBeginDocument code.
Package caption Info: float package is loaded.
Package caption Info: hyperref package is loaded.
Package caption Info: End \AtBeginDocument code.

*geometry* driver: auto-detecting
*geometry* detected driver: pdftex
*geometry* verbose mode - [ preamble ] result:
* driver: pdftex
* paper: a4paper
* layout: <same size as paper>
* layoutoffset:(h,v)=(0.0pt,0.0pt)
* modes: 
* h-part:(L,W,R)=(99.58464pt, 441.01773pt, 56.9055pt)
* v-part:(T,H,B)=(99.58464pt, 660.10394pt, 85.35826pt)
* \paperwidth=597.50787pt
* \paperheight=845.04684pt
* \textwidth=441.01773pt
* \textheight=660.10394pt
* \oddsidemargin=27.31465pt
* \evensidemargin=27.31465pt
* \topmargin=-9.68535pt
* \headheight=15.0pt
* \headsep=25.0pt
* \topskip=12.0pt
* \footskip=30.0pt
* \marginparwidth=35.0pt
* \marginparsep=10.0pt
* \columnsep=10.0pt
* \skip\footins=10.8pt plus 4.0pt minus 2.0pt
* \hoffset=0.0pt
* \voffset=0.0pt
* \mag=1000
* \@twocolumnfalse
* \@twosidefalse
* \@mparswitchfalse
* \@reversemarginfalse
* (1in=72.27pt=25.4mm, 1cm=28.453pt)

(D:\Program Files\MiKTeX\tex/latex/graphics\color.sty
Package: color 2025/01/14 v1.3e Standard LaTeX Color (DPC)
 (D:\Program Files\MiKTeX\tex/latex/graphics-cfg\color.cfg
File: color.cfg 2016/01/02 v1.6 sample color configuration
)
Package color Info: Driver file: pdftex.def on input line 149.
 (D:\Program Files\MiKTeX\tex/latex/graphics\mathcolor.ltx))
Package hyperref Info: Link coloring ON on input line 97.
 (main.out) (main.out)
\@outlinefile=\write4
\openout4 = `main.out'.

 (D:\Program Files\MiKTeX\tex/context/base/mkii\supp-pdf.mkii
[Loading MPS to PDF converter (version 2006.09.02).]
\scratchcounter=\count435
\scratchdimen=\dimen192
\scratchbox=\box59
\nofMPsegments=\count436
\nofMParguments=\count437
\everyMPshowfont=\toks53
\MPscratchCnt=\count438
\MPscratchDim=\dimen193
\MPnumerator=\count439
\makeMPintoPDFobject=\count440
\everyMPtoPDFconversion=\toks54
) (D:\Program Files\MiKTeX\tex/latex/epstopdf-pkg\epstopdf-base.sty
Package: epstopdf-base 2020-01-24 v2.11 Base part for package epstopdf
Package epstopdf-base Info: Redefining graphics rule for `.eps' on input line 485.
 (D:\Program Files\MiKTeX\tex/latex/00miktex\epstopdf-sys.cfg
File: epstopdf-sys.cfg 2021/03/18 v2.0 Configuration of epstopdf for MiKTeX
))
<image/phenikaa_image.png, id=154, 272.01625pt x 186.6975pt>
File: image/phenikaa_image.png Graphic file (type png)
<use image/phenikaa_image.png>
Package pdftex.def Info: image/phenikaa_image.png  used on input line 110.
(pdftex.def)             Requested size: 168.64833pt x 115.75124pt.
LaTeX Font Info:    Calculating math sizes for size <14> on input line 128.
LaTeX Font Info:    Trying to load font information for OT1+lmr on input line 128.
 (D:\Program Files\MiKTeX\tex/latex/lm\ot1lmr.fd
File: ot1lmr.fd 2015/05/01 v1.6.1 Font defs for Latin Modern
)
LaTeX Font Info:    Trying to load font information for OML+lmm on input line 128.
 (D:\Program Files\MiKTeX\tex/latex/lm\omllmm.fd
File: omllmm.fd 2015/05/01 v1.6.1 Font defs for Latin Modern
)
LaTeX Font Info:    Trying to load font information for OMS+lmsy on input line 128.
 (D:\Program Files\MiKTeX\tex/latex/lm\omslmsy.fd
File: omslmsy.fd 2015/05/01 v1.6.1 Font defs for Latin Modern
)
LaTeX Font Info:    Trying to load font information for OMX+lmex on input line 128.
 (D:\Program Files\MiKTeX\tex/latex/lm\omxlmex.fd
File: omxlmex.fd 2015/05/01 v1.6.1 Font defs for Latin Modern
)
LaTeX Font Info:    External font `lmex10' loaded for size
(Font)              <14> on input line 128.
LaTeX Font Info:    External font `lmex10' loaded for size
(Font)              <9.79996> on input line 128.
LaTeX Font Info:    External font `lmex10' loaded for size
(Font)              <7> on input line 128.
LaTeX Font Info:    Trying to load font information for U+lasy on input line 128.
 (D:\Program Files\MiKTeX\tex/latex/base\ulasy.fd
File: ulasy.fd 1998/08/17 v2.2e LaTeX symbol font definitions
)
LaTeX Font Info:    Trying to load font information for U+msa on input line 128.
 (D:\Program Files\MiKTeX\tex/latex/amsfonts\umsa.fd
File: umsa.fd 2013/01/14 v3.01 AMS symbols A
)
LaTeX Font Info:    Trying to load font information for U+msb on input line 128.
 (D:\Program Files\MiKTeX\tex/latex/amsfonts\umsb.fd
File: umsb.fd 2013/01/14 v3.01 AMS symbols B
)
LaTeX Font Info:    Trying to load font information for U+rsfs on input line 128.
 (C:\Users\PC\AppData\Roaming\MiKTeX\tex/latex/jknappen\ursfs.fd
File: ursfs.fd 1998/03/24 rsfs font definition file (jk)
) [1

{C:/Users/PC/AppData/Local/MiKTeX/fonts/map/pdftex/pdftex.map}{D:/Program Files/MiKTeX/fonts/enc/dvips/lm/lm-t5.enc} <./image/phenikaa_image.png>] (main.toc [1{D:/Program Files/MiKTeX/fonts/enc/dvips/lm/lm-mathit.enc}{D:/Program Files/MiKTeX/fonts/enc/dvips/lm/lm-rm.enc}])
\tf@toc=\write5
\openout5 = `main.toc'.

 (main.lof)
\tf@lof=\write6
\openout6 = `main.lof'.

 [2] (sec1_intro.tex [3]
LaTeX Font Info:    Trying to load font information for TS1+lmr on input line 48.
 (D:\Program Files\MiKTeX\tex/latex/lm\ts1lmr.fd
File: ts1lmr.fd 2015/05/01 v1.6.1 Font defs for Latin Modern
) [4{D:/Program Files/MiKTeX/fonts/enc/dvips/lm/lm-mathex.enc}{D:/Program Files/MiKTeX/fonts/enc/dvips/lm/lm-mathsy.enc}{D:/Program Files/MiKTeX/fonts/enc/dvips/lm/lm-ts1.enc}]) (sec2_new_risk.tex [5] [6] [7] [8] [9]
LaTeX Font Info:    External font `lmex10' loaded for size
(Font)              <12> on input line 214.
LaTeX Font Info:    External font `lmex10' loaded for size
(Font)              <8> on input line 214.
LaTeX Font Info:    External font `lmex10' loaded for size
(Font)              <6> on input line 214.
) (sec3_opt_strategy.tex [10] [11]
LaTeX Font Info:    External font `lmex10' loaded for size
(Font)              <14.4> on input line 54.
LaTeX Font Info:    External font `lmex10' loaded for size
(Font)              <10> on input line 54.
 [12] [13] [14]) (sec4_efficient.tex [15] [16] [17] [18]
Package hyperref Info: bookmark level for unknown cy defaults to 0 on input line 177.
 [19] [20] [21] [22]) (sec5_total_risk_cov.tex [23] [24] [25] [26]) (sec6_conclude.tex [27] [28] [29] [30]) (sec7_conclude.tex [31] [32]) [33] (main.bbl [34])
\tf@thm=\write7
\openout7 = `main.thm'.

 [35] (main.aux)
 ***********
LaTeX2e <2025-11-01>
L3 programming layer <2025-12-24>
 ***********
Package rerunfilecheck Info: File `main.out' has not changed.
(rerunfilecheck)             Checksum: 9BFCF9762E0456B79563DCEA30E580D0;8627.
 ) 
Here is how much of TeX's memory you used:
 15713 strings out of 467871
 242730 string characters out of 5428453
 648792 words of memory out of 5000000
 44087 multiletter control sequences out of 15000+600000
 730443 words of font info for 116 fonts, out of 8000000 for 9000
 1141 hyphenation exceptions out of 8191
 75i,9n,79p,889b,657s stack positions out of 10000i,1000n,20000p,200000b,200000s
<D:/Program Files/MiKTeX/fonts/type1/public/lm/lmbx12.pfb><D:/Program Files/MiKTeX/fonts/type1/public/lm/lmex10.pfb><D:/Program Files/MiKTeX/fonts/type1/public/lm/lmmi10.pfb><D:/Program Files/MiKTeX/fonts/type1/public/lm/lmmi12.pfb><D:/Program Files/MiKTeX/fonts/type1/public/lm/lmmi7.pfb><D:/Program Files/MiKTeX/fonts/type1/public/lm/lmr10.pfb><D:/Program Files/MiKTeX/fonts/type1/public/lm/lmr12.pfb><D:/Program Files/MiKTeX/fonts/type1/public/lm/lmr7.pfb><D:/Program Files/MiKTeX/fonts/type1/public/lm/lmri12.pfb><D:/Program Files/MiKTeX/fonts/type1/public/lm/lmsy10.pfb><D:/Program Files/MiKTeX/fonts/type1/public/amsfonts/symbols/msbm10.pfb>
Output written on main.pdf (36 pages, 377258 bytes).
PDF statistics:
 650 PDF objects out of 1000 (max. 8388607)
 226 named destinations out of 1000 (max. 500000)
 310 words of extra memory for PDF output out of 10000 (max. 10000000)

